"PneuLC"	"PnegLF"	"PposTH"	"PneuTH"	"PposLC"	"PnegTH"	"PposLF"	"NR"	"noTest"	"PneuLF"	"PnegLC"	"PneuTM"	"PposTM"
21	11	16	13	21	16	10	2	35	9	18	2	1
