"PnegLC"	"noTest"	"PposLC"	"PposTM"	"PNR"	"PneuLC"	"PnegTM"	"PposLF"	"PposTH"	"PnegTH"	"PneuTH"	"PneuTM"	"NR"	"PnegLF"	"PneuLF"
25	36	23	10	4	24	5	5	7	10	3	12	5	5	1
