"PneuTH"	"PposTH"	"PneuLC"	"PposLC"	"noTest"	"PnegLF"	"PposLF"	"NR"	"PnegTH"	"PnegLC"	"PneuLF"	"PposTM"	"PneuTM"	"PnegTM"
13	10	23	22	36	10	8	1	14	20	7	7	2	2
