"PposLC"	"PnegLF"	"noTest"	"PneuLC"	"PposLF"	"PposTH"	"PposTM"	"PneuTH"	"PnegLC"	"PneuLF"	"NR"	"PneuTM"	"PnegTM"	"PnegTH"
23	14	37	27	7	11	5	8	15	3	3	6	9	7
