"PnegLC"	"noTest"	"PnegTM"	"PnegLF"	"PposLF"	"PnegTH"	"PposTM"	"PneuLC"	"PposLC"	"NR"	"PneuTH"	"PneuLF"	"PneuTM"	"PposTH"	"PNR"
20	36	6	7	5	8	6	24	25	5	6	4	8	9	6
