"PposLC"	"PnegLC"	"noTest"	"PnegTH"	"PposTH"	"PneuLC"	"PnegTM"	"PnegLF"	"NR"	"PneuTM"	"PposTM"	"PneuTH"	"PNR"	"PneuLF"	"PposLF"
27	24	37	7	9	28	8	3	6	10	6	4	4	1	1
