"PnegTM"	"PneuLC"	"noTest"	"PneuTM"	"PnegTH"	"PnegLC"	"PposLC"	"PposTH"	"PposTM"	"PneuTH"	"PposLF"	"PnegLF"	"PNR"	"PneuLF"	"NR"
6	20	35	9	10	17	22	9	8	6	7	12	2	7	5
