"PnegLC"	"noTest"	"PneuLC"	"PneuTM"	"PposLC"	"PposTH"	"PnegTM"	"PneuTH"	"PposTM"	"PnegLF"	"PposLF"	"PnegTH"	"PneuLF"	"NR"	"PNR"
18	37	27	7	23	8	6	8	9	11	6	10	3	1	1
