"PneuLC"	"PnegLC"	"PneuLF"	"noTest"	"PnegTM"	"PNR"	"PnegTH"	"NR"	"PneuTM"	"PneuTH"	"PnegLF"
32	32	9	45	6	6	15	1	12	9	7
