"noTest"	"PposTH"	"PneuLC"	"PnegLC"	"PneuTH"	"PnegTH"	"PnegLF"	"PposLF"	"PposLC"	"PNR"	"PnegTM"	"PneuTM"	"PposTM"	"PneuLF"
36	6	27	24	10	10	6	4	26	2	6	5	11	2
