"PposLC"	"PnegLC"	"noTest"	"PNR"	"PnegLF"	"PnegTM"	"PposLF"	"PneuLC"	"PposTH"	"PneuTM"	"PneuLF"	"PneuTH"	"NR"	"PposTM"	"PnegTH"
21	17	36	21	6	12	5	20	13	6	4	8	1	3	2
