"PneuTM"	"PnegLC"	"PnegTH"	"PnegLF"	"noTest"	"PposLF"	"PneuLC"	"PposLC"	"PneuTH"	"PneuLF"	"PposTH"	"PnegTM"	"PposTM"
7	24	9	6	37	7	27	23	8	3	9	7	8
