"PnegLC"	"PneuLC"	"PposLC"	"PposTM"	"PnegTH"	"noTest"	"PneuTM"	"PnegLF"	"PneuTH"	"PneuLF"	"PposTH"	"PnegTM"	"NR"	"PNR"	"PposLF"
18	24	18	4	12	35	7	12	7	5	13	4	7	2	7
