"PnegTH"	"noTest"	"PposLC"	"PneuLC"	"PnegLC"	"PposTM"	"NR"	"PneuTH"	"PposTH"	"PneuLF"	"PposLF"	"PnegLF"	"PneuTM"
16	36	17	18	10	2	1	13	15	12	13	20	2
