"PnegLF"	"noTest"	"PneuTH"	"PnegTM"	"PnegTH"	"PneuLC"	"PneuLF"	"PNR"	"PposLF"	"PposTM"	"PposLC"	"NR"	"PposTH"	"PnegLC"	"PneuTM"
22	36	6	4	10	15	15	8	15	6	11	4	10	8	5
