"NR"	"PNR"	"PneuLF"	"noTest"	"PneuTH"	"PneuLC"	"PnegLC"	"PnegTH"	"PneuTM"	"PnegLF"	"PnegTM"
16	18	9	42	3	23	26	11	13	8	6
