"PnegLF"	"PneuLC"	"PneuTH"	"NR"	"noTest"	"PnegTH"	"PNR"	"PneuLF"	"PposLF"	"PposLC"	"PposTH"	"PposTM"	"PnegLC"	"PnegTM"	"PneuTM"
12	22	8	3	35	10	14	4	8	19	10	7	15	4	4
