"PposLC"	"noTest"	"PnegLC"	"PneuTM"	"PnegTH"	"PneuTH"	"PneuLC"	"PposTH"	"PnegLF"	"PposLF"	"PposTM"	"PnegTM"
25	37	22	10	11	5	30	13	8	5	4	5
