"NR"	"PnegLF"	"PNR"	"noTest"	"PneuLC"	"PnegLC"	"PneuLF"	"PneuTH"	"PneuTM"	"PnegTH"	"PnegTM"
12	24	5	43	16	11	21	16	5	18	3
