"PposLC"	"noTest"	"PposLF"	"PnegLF"	"NR"	"PnegTM"	"PposTH"	"PneuTM"	"PneuLF"	"PneuLC"	"PnegLC"	"PnegTH"	"PposTM"	"PneuTH"	"PNR"
16	37	13	17	3	4	13	6	10	13	12	9	4	8	10
