"PnegTH"	"PposLC"	"PNR"	"PposTH"	"NR"	"PposTM"	"PneuLC"	"PnegLC"	"PneuLF"	"noTest"	"PneuTH"	"PnegLF"	"PneuTM"	"PnegTM"	"PposLF"
7	17	46	7	11	5	16	9	4	34	3	6	6	3	1
