"NR"	"noTest"	"PneuLC"	"PneuTM"	"PposTM"	"PnegTH"	"PposLC"	"PnegLF"	"PnegLC"	"PnegTM"	"PposLF"	"PneuTH"	"PposTH"	"PneuLF"	"PNR"
7	25	21	5	1	5	12	7	17	10	5	6	11	2	3
