"PnegTM"	"PposTM"	"PneuLF"	"PneuLC"	"noTest"	"PNR"	"PnegLF"	"PnegLC"	"PposLC"	"PposLF"	"NR"	"PnegTH"	"PneuTH"	"PposTH"	"PneuTM"
7	8	6	22	37	3	11	16	20	10	5	8	9	8	5
