"PnegLC"	"noTest"	"NR"	"PneuTM"	"PposTH"	"PnegTM"	"PneuLC"	"PposTM"	"PneuTH"	"PposLC"	"PnegTH"	"PposLF"	"PnegLF"	"PNR"	"PneuLF"
19	37	6	8	10	5	19	5	5	19	9	5	7	16	5
