"noTest"	"PposLC"	"PnegTH"	"PneuTH"	"PneuTM"	"PneuLC"	"PneuLF"	"PnegLC"	"PposLF"	"NR"	"PposTH"	"PnegLF"	"PposTM"	"PnegTM"
37	23	15	12	3	21	9	13	6	1	13	17	4	1
