"noTest"	"PposLC"	"PneuLC"	"PneuTH"	"PnegLF"	"PneuTM"	"PposTM"	"NR"	"PnegTM"	"PposTH"	"PnegTH"	"PnegLC"	"PNR"	"PneuLF"
32	28	20	7	6	6	11	21	8	5	6	20	4	1
