"PnegLC"	"PneuLC"	"PneuTH"	"noTest"	"PnegLF"	"PneuTM"	"PneuLF"	"PposTM"	"PposTH"	"PposLC"	"PnegTH"	"PposLF"	"PnegTM"
18	26	8	37	12	7	4	4	13	19	13	11	3
