"PneuLC"	"PneuTH"	"PnegTH"	"PposLC"	"PposLF"	"noTest"	"PnegLC"	"PposTH"	"PnegTM"	"PposTM"	"PnegLF"	"PneuTM"	"PneuLF"	"PNR"
24	8	10	29	1	36	25	8	6	8	4	7	4	5
