"PneuTM"	"PneuTH"	"NR"	"PnegTH"	"noTest"	"PneuLC"	"PNR"	"PnegLC"	"PnegLF"	"PnegTM"	"PneuLF"
13	7	6	8	44	30	14	19	20	4	9
