"noTest"	"PneuTM"	"PNR"	"PnegTH"	"PposLC"	"PneuLC"	"PposTM"	"PnegLC"	"PnegLF"	"PnegTM"	"PposTH"	"NR"	"PposLF"	"PneuTH"
34	13	8	6	24	27	11	25	3	9	5	7	2	1
