"noTest"	"NR"	"PnegLC"	"PposLC"	"PneuTH"	"PneuLC"	"PneuTM"	"PposTM"	"PposLF"	"PnegTH"	"PnegLF"	"PposTH"	"PnegTM"	"PNR"	"PneuLF"
34	14	20	25	3	25	12	13	3	6	6	3	9	1	1
