"PneuLC"	"PposLC"	"noTest"	"PneuTM"	"PneuTH"	"PposTM"	"PnegTH"	"PnegLC"	"PneuLF"	"PposTH"	"PnegLF"	"PnegTM"	"PposLF"	"PNR"
27	26	37	3	11	9	13	23	3	8	7	3	4	1
