"PneuTH"	"PnegLF"	"noTest"	"PneuLF"	"PneuLC"	"PposTH"	"PneuTM"	"PposLC"	"PposLF"	"PnegTM"	"PposTM"	"PnegLC"	"PnegTH"
11	15	37	7	23	13	4	20	10	4	4	15	12
