"PposLC"	"PnegTH"	"PposTH"	"PneuTH"	"PposLF"	"PneuLF"	"PNR"	"noTest"	"PnegLC"	"PnegTM"	"PnegLF"	"PneuLC"	"PposTM"	"PneuTM"
13	9	13	8	16	9	15	36	15	5	12	17	3	4
