"noTest"	"PposLC"	"PposLF"	"PneuLC"	"PneuTH"	"PnegTH"	"PnegTM"	"PposTH"	"PNR"	"PneuTM"	"PneuLF"	"PnegLF"	"PnegLC"	"NR"	"PposTM"
36	12	15	15	7	9	7	11	8	6	12	20	9	2	6
