"PneuLC"	"PnegTM"	"PneuTM"	"NR"	"PposLC"	"PnegLC"	"PposTH"	"noTest"	"PnegLF"	"PneuLF"	"PNR"	"PposTM"	"PneuTH"
5	4	4	78	10	9	3	26	1	1	31	2	1
