"PnegLC"	"PnegLF"	"PneuLC"	"PnegTH"	"PneuTM"	"PneuTH"	"noTest"	"PposLC"	"PposTH"	"PnegTM"	"PposLF"	"PposTM"	"PneuLF"
12	18	22	14	2	13	37	14	13	2	16	4	8
