"noTest"	"PneuLC"	"PnegLC"	"PposTH"	"PneuTH"	"PposTM"	"PposLC"	"PnegLF"	"PnegTM"	"NR"	"PnegTH"	"PneuTM"	"PNR"	"PposLF"	"PneuLF"
34	24	18	8	3	7	24	7	11	16	4	8	8	1	2
