"noTest"	"PnegLC"	"PnegTH"	"PneuTH"	"PnegLF"	"PneuLC"	"PneuLF"	"PnegTM"	"PneuTM"	"PNR"	"NR"
46	24	14	16	17	35	6	6	5	2	3
