"PneuLC"	"PneuTH"	"PposTH"	"PposLC"	"PnegTH"	"PnegLC"	"PposTM"	"PnegLF"	"noTest"	"PNR"	"PposLF"	"NR"	"PneuLF"	"PnegTM"	"PneuTM"
19	12	14	13	12	12	2	16	37	9	13	2	9	3	2
