"PneuTH"	"PnegTH"	"PnegLC"	"PneuLF"	"PnegLF"	"NR"	"noTest"	"PneuLC"	"PneuTM"	"PnegTM"	"PNR"
9	19	26	9	17	7	43	30	12	2	1
