"noTest"	"PnegTH"	"PposTH"	"PposLF"	"PneuLF"	"PneuTH"	"PnegLF"	"PneuTM"	"PnegLC"	"PnegTM"	"PneuLC"	"PposLC"	"PNR"	"PposTM"
37	14	16	9	9	11	10	4	20	2	20	21	1	1
