"PneuLC"	"PnegLC"	"PneuTM"	"NR"	"PneuTH"	"PnegLF"	"noTest"	"PneuLF"	"PposTH"	"PposLF"	"PposTM"	"PnegTH"	"PposLC"	"PnegTM"	"PNR"
18	12	5	1	10	16	36	11	12	16	5	15	15	1	2
