"PneuLC"	"PneuTM"	"noTest"	"PneuTH"	"NR"	"PnegLC"	"PnegLF"	"PnegTH"	"PnegTM"	"PneuLF"	"PNR"
38	14	44	8	3	29	12	12	10	3	2
