"noTest"	"PnegLC"	"PneuLC"	"NR"	"PposLF"	"PnegTH"	"PneuTH"	"PposTH"	"PNR"	"PposLC"	"PnegTM"	"PneuLF"	"PnegLF"	"PneuTM"	"PposTM"
28	15	13	37	4	5	9	5	13	22	7	2	4	5	6
