"noTest"	"PposLC"	"PnegLF"	"PneuTM"	"PneuLC"	"PneuLF"	"PposTH"	"PNR"	"PnegLC"	"PneuTH"	"PnegTH"	"PposTM"	"PposLF"	"NR"	"PnegTM"
36	24	8	8	23	4	11	2	18	7	11	5	4	10	4
