"NR"	"noTest"	"PnegLC"	"PnegLF"	"PneuLC"	"PNR"	"PneuTM"	"PnegTH"	"PnegTM"	"PneuTH"	"PneuLF"
3	46	19	22	25	6	11	16	6	11	10
