"PneuLC"	"NR"	"PposLC"	"noTest"	"PnegLF"	"PposLF"	"PnegLC"	"PneuTM"	"PposTM"	"PNR"	"PneuTH"	"PnegTM"	"PposTH"	"PnegTH"	"PneuLF"
28	4	27	35	5	3	25	9	13	1	4	7	4	8	2
